MPAA,Plot
to_be_classified,Walter Calvert (Clark) calls upon his brother Henry at his eerie old house and demands a share of the family fortune  threatening to kill Henry if he doesn't get it. Within days  Henry's car goes over a cliff. Bob Stewart (Kent)  a detective Henry asked to investigate the matter if he should die  begins his investigation and Duke Ellis  a newspaper reporter friend  is with him. Bob meets the family at its mansion and questions Henry's sister  his half-brother  his nephew and his nephew's bride  along with Ruth Allen (Ward)  whose father was in business with Henry. Henry's brother Patton (Middleton) and a shadowy figure known as The Voice plan to kill all the relatives and divide the fortune. As the murder attempts multiply  Bob  Ruth and Duke endeavor to track down the masterminds and bring them to justice.
to_be_classified,The gambling habit of lawyer Steve Flood (Dean Martin) is beginning to get on the nerves of his wife Melanie (Lana Turner)  who initially suspects him of marital infidelity. When she learns about the gambling  Melanie talks Steve's law partner Clint Morgan (Eddie Albert)  an old flame  into helping her act as a fictitious horse race bookie offering unusually attractive terms to clients.The plan is for Steve to lose enough money to permanently rid him of the betting habit  but it goes awry when he suddenly begins winning bets on a number of long-shot horses. Floods winning streak attracts the attention of two horse-playing judges  Boatwright (Paul Ford) and Fogel (John McGiver)  who persuade Flood to place bets for them with his mysterious bookie. Melanie and Morgan are astounded when the judges begin winning large wagers as well.The make-believe bookmaking activity arouses the ire of syndicate mobster Tony Gagoots (Walter Matthau)  who is furious to know whos getting the action. Gagootss mistress  a nightclub singer named Saturday Knight (Nita Talbot)  happens to be the Floods next-door neighbor  and assists Melanie in raising cash for the gambling payoffs by purchasing various furnishings from the Floods apartment (using Gagoots ill-gotten money).The source of the mysterious bookmaking is traced to the Floods apartment by Gagoots through an illegal telephone wiretap. He and a team of thugs descend upon the apartment  where they are surprised to find all the defecting gamblers assembled. They are thunderstruck when a coercive interrogation reveals that Melanie Flood is the bookie they have been seeking.Steve Flood ultimately convinces Gagoots to forgive all of their gambling debts by arguing that only by marrying his mistress Saturday can he avoid the risk of incriminating testimony. In one stroke this fulfills Saturdays long-sought goal  saves the Floods marriage  insulates Gagoots from future prosecution and clears Melanies $18 000 gambling payoff burden.
to_be_classified,The film centers on the volatile marriage of a middle-aged married couple: George  an associate history professor at a small New England college  and Martha  the daughter of the university president. After they return home drunk from a party  Martha reveals she has invited a young married couple  whom she'd met at the party  for a drink. The guests arrive  Nick  a biology professor (whom Martha mistakenly believes to be a math professor)  and his wife  Honey. As the four drink  Martha and George engage in scathing verbal abuse in front of Nick and Honey. The younger couple is first embarrassed and later enmeshed.The wives briefly separate from the husbands  and upon their return  Honey reveals that Martha has told her about her and George's son  adding that she understands that the following day (Sunday) will mark his sixteenth birthday. George is visibly angry that Martha has divulged this information.Martha taunts George aggressively and he retaliates with his usual passive aggression. Martha tells an embarrassing story about how she humiliated him in front of her father. Martha's taunts continue  and George reacts violently by breaking a bottle. Nick and Honey become increasingly unsettled  and Honey  who has had too much to drink  runs to the bathroom to vomit.Martha goes to the kitchen to make coffee  and George and Nick go outside. The younger man confesses he was attracted to Honey more for her family's money than passion  and married her only because he mistakenly believed she was pregnant. George describes his own marriage as one of never-ending accommodation and adjustment  then admits he considers Nick a threat. George also tells a story about a boy he grew up with who had accidentally killed his mother and years later  his father  and ended up living out his days in a mental hospital. Nick admits he aims to charm and sleep his way to the top  and jokes that Martha would be a good place to start.When their guests propose leaving  George insists on driving them home. They approach a roadhouse  and Honey suggests they stop to dance. While Honey and George watch  Nick suggestively dances with Martha  who continues to mock and criticize George. George unplugs the jukebox and announces the game is over. In response  Martha alludes to the fact he may have murdered his parents like the protagonist in his unpublished  non-fiction novel  prompting George to attack Martha until Nick pulls him away from her. George tells the group about a second novel he allegedly has written about a young couple from the Midwest  a good-looking teacher and his timid wife  who marry because of her hysterical pregnancy and money  then settle in a small college town. An embarrassed Honey realizes Nick indiscreetly told George about their past and runs from the room. Nick promises revenge on George  and then runs after Honey.In the parking lot  George tells his wife he cannot stand the way she constantly humiliates him  and she tauntingly accuses him of having married her for just that reason. Their rage erupts into a declaration of total war. Martha drives off  retrieving Nick and Honey  leaving George to make his way back home on foot. When he arrives home  he discovers the car crashed on the drive and Honey half conscious on the back seat and sees Martha and Nick together through the bedroom window. Through Honey's drunken babbling  George begins to suspect that her pregnancy was in fact real  and that she secretly had an abortion. He then devises a plan to get back at Martha.When Martha accuses Nick of being sexually inadequate  he blames his lack of performance on all the liquor he has consumed. George then appears holding snapdragons  which he throws at Martha and Nick in another game. He mentions his and Martha's son  prompting her to reminisce about his birth and childhood and how he was nearly destroyed by his father. George accuses Martha of engaging in destructive and abusive behavior with the boy  who frequently ran away to escape her attention. George then announces he has received a telegram with bad newstheir son has been killed in a car accident.As Martha begs George not to kill their son  Nick suddenly realizes the truth: Martha and George had never been able to have children  and filled the void with an imaginary son. By declaring their son dead  accordingly  George has killed him. George explains that their one mutually-agreed-upon rule was to never mention the existence of their son to anyone else  and that he killed him because Martha broke that rule by mentioning him to Honey.The young couple departs quietly  and George and Martha are left alone as the day begins to break outside. George starts singing the song Who's Afraid of Virginia Woolf?  and Martha responds  I am  George  I am.
to_be_classified,Jason Steel is an actor who plays a doctor on TV. He is so convincing that women of all kinds won't leave him alone.His poker buddies are envious  but his fiance  art teacher Melissa  isn't at all happy. She is unaware that the women paying so much attention to Jason are the wives and girlfriends of his fellow poker players  who confuse his TV role with the real Jason.Melissa takes her frustration to her friend Stella  who hatches a scheme: They will pretend Melissa has fallen in love with another man and has decided to marry him  which will force Jason's hand. Complications ensue and a fake Mexico divorce must be arranged as well.
to_be_classified,Liz is a Los Angeles street prostitute. The audience first sees her attempting to get a customer on a busy downtown street near a tunnel. She addresses the audience directly on her life and problems throughout the film. When a van stops by  she gives it the brush off  recalling the last time she serviced a man in a van: it turned out there were several other men in the van  who gang-raped her and left her for dead. A passerby gives her his handkerchief and offers to take her to a hospital. She refuses  makes up a boyfriend story and asks for some money. She sends him the money back with a thank you note and a new handkerchief.Liz isn't merely attempting to get a customer  however: she is attempting to escape her pimp  Blake. Blake is a well-dressed  businesslike and extremely controlling man.As Liz stops off at a strip club for a drink  she explains how she ended up as she did: she was a small town girl  who married a violent drunk named Charlie (Frank Smith). Though they have a child together  she can no longer take it and leaves him  taking her son with her  as he's sleeping it off. She takes a job on the graveyard shift at a diner  and when a customer offers her more money to have sex with him  she decides  given her rather low pay  to take it. She does this independently for a time until she meets Blake  who takes her to LA. Though Blake does do some things for her (including getting her tattooed)  he is ultimately as cruel as her husband  so she decides to escape from him.A local homeless person/street performer named Rasta decides to treat Liz to a movie. Though Rasta is a bit scary (his act involves walking on broken glass)  Liz agrees. At this point the scenes of Liz and Rasta at the movie are intercut with Blake explaining his life to the audience  giving the impression that Liz and Rasta are watching Blake's soliloquy.After the movie  Liz talks to the audience about her son  whom she clearly loves  though he's now in foster care. She finally gets a customer and services him. He has a heart attack  and Liz panics  trying to give him mouth-to-mouth resuscitation  without success. Blake happens along then. He takes Liz's money and tries to rob the dead customer. When Liz tries to stop him  Blake tries to strangle Liz and threatens to put her son into prostitution  with Liz retorting I'll kill you first!. Rasta comes to the rescue  killing Blake. A grateful Liz gives her thanks and walks away.
to_be_classified,The film opens in Saigon at the height of the Vietnam War.John Converse  a disillusioned war correspondent  approaches Ray Hicks  a merchant marine sailor and acquaintance of Converse's from the US  for help in smuggling a large quantity of heroin from Vietnam to San Francisco  where he will exchange the drugs for payment with Converse's wife Marge  who has become addicted to Dilaudid.When Hicks discovers he is being followed by thugs connected either to Converse or his suppliers  he goes on the run with Marge and the heroin  and is eventually pursued by corrupt DEA Agent Antheil  who initially set the deal in motion. As Marge is separated from her supply of Dilaudid  she experiences withdrawal  and Hicks decides to help wean her off her addiction by using the heroin. Hicks also attempts to find another buyer for the heroin before his pursuers can catch up to him.
to_be_classified,A couple of tourists  Harvey and Zoey  discover a lost scroll from the Book of Herschel  evidently someone who received commandments from God  only to have Moses take all the credit. When Herschel confronts God about not being with him when he really needed the help  God evades the accusation  saying he was with him  leaving it unstated that he didn't in fact help him in his time of need.
to_be_classified,Mrs. Rosie Forrest  a.k.a. Auntie Roo  in the eyes of the staff and children at an orphanage  is a sweet  kind-mannered and children-loving widow  who throws a lavish annual Christmas party at her mansion  Forrest Grange (known to the orphans as the Gingerbread House) for ten of the best-mannered children at the orphanage. But secretly  she is a demented  sad and miserable woman who keeps the mummified remains of her daughter Katharine in a nursery room in the attic  singing lullabies to her and trying to contact her spirit with the assistance of (phony) psychic Mr. Benton. He fools Forrest into believing that the voice of Clarine  one of the servants  during the fake sances is that of Katharine.Christopher and Katy Coombs are an orphaned brother and sister. Christopher has a wild imagination  telling stories about dragons and witches that frighten the other orphans. When he and his sister are not included in the list of ten orphans for the Christmas party at Auntie Roo's mansion  he and Katy sneak into the car of Inspector Willoughby  who transfers the orphans to Forrest Grange  and are warmly welcomed by Auntie Roo. Auntie Roo is surprised to see the resemblance of her daughter Katharine to Katy and becomes more and more focused on her. Katy is missing as the party ends and the other orphans leave. Auntie Roo promises to find her and send her back. Christopher realizes that Katy is not just missing  but was kidnapped by Auntie Roo. Meanwhile  Albie  the young  sadistic butler  discovers that Auntie Roo has Katy locked in the nursery room. He blackmails her into giving him 2 000 by threatening to reveal her secret to the police unless she pays to keep him quiet. After this  he and Clarine depart from the mansion and leave her alone with Katy.When no one believes Christopher about seeing Auntie Roo singing lullabies to the mummified Katharine  or that Katy has really been abducted  he runs away to the mansion but ends up trapped inside too. Auntie Roo wants to replace Katy for Katharine  but in Christopher's mind  he thinks Auntie Roo is really a witch wanting to devour him and his sister. Auntie Roo prepares a dinner for the New Year's coming  while Christopher assists her. He steals the key to the nursery room.After Christopher frees Katy  Auntie Roo chases them to the kitchen where Christopher tries to protect them with a knife. Knocking it from his hand with a piece of wood  Auntie Roo corners them in the pantry and locks the door. Auntie Roo hears in her mind her daughter shouting for her and runs to her coffin in the attic. When she tries to touch the corpse's face  it disintegrates to dust. Auntie Roo returns to the kitchen in a highly agitated state yelling I have nothing  I have nothing. She turns the hour glass over to time her cooking and starts chopping potatoes with a large cleaver. She then hears the children from the pantry calling to her to let them out  but she resists listening to them. Katy then says Please  mommy  touching the heart of Auntie Roo. Completely lost in her delusions she opens the door to embrace Katy (Katharine). Christopher knocks things from the high shelf  causing Auntie Roo to fall. The children lock the door but Auntie Roo begins hacking at it with a cleaver.Christopher and Katy place the firewood he had been fetching at the door and set it on fire with paraffin (kerosene). Smashing through parts of the door with the cleaver  Auntie Roo sees the fire and it comes into the pantry  surrounding her. Auntie Roo  deep in her psychosis  falls in a corner. The children emerge from the smoked-filled building  carrying the almost-forgotten teddy bear that belonged to Katharine (in which Katy and Christopher have placed all of Auntie Roo's jewellery)  while Auntie Roo  surrounded by fire  shouts at Katy to come back to her.Outside  the orphans meet Auntie Roo's butcher  Mr. Harrison  who is delivering a whole piglet by horse-cart. He sees the smoke inside and drives off to call the fire brigade. Katy realizes she was to cook the pig  but Christopher says they were to be eaten after it. When he leaves  Christopher quips  Bloody good fire  while inside  the whole cellar goes up in flames. The fire brigade arrives and puts out the fire but are unable to rescue Auntie Roo. Inspector Willoughby will take the children back to the orphanage. Still outside Auntie Roo's mansion  Dr. Mason comments Poor little devils  they'll probably have nightmares till the day they die. Christopher and Katy smile at each other  departing from the burned mansion  with Christopher ending the tale by saying Hansel and Gretel knew that the wicked witch could not harm anyone else and they were happy. They also knew that with the wicked witch's treasure they would not be hungry again. So they lived happily ever after.
to_be_classified,"Will Morrison (Lukas Haas) and Daniel Bloom (Adam Scott) were best friends. Daniel was Wills best man at his wedding to Maggie Claire (Molly Parker). Then one day Will disappeared without a word. Five years later  he re-surfaces. When Will and Daniel meet again  they go together to the docks to pick up Maggie  who slaps Will the minute she sees him. It appears that five years ago  Will came into the room where Daniel and Maggie were having an affair  which Maggie claimed later was a one time 'quickie'. She was upset for the sudden disappearance of Will  five years ago  and demands an explanation. Will ends up apologizing for that. Daniel kisses Maggie and tries to renew his affair with her; he had kept writing her throughout the past five years with no response from her. Maggie refuses his move and tells him that their affair was a great mistake.The film was shot in the Canadian Shield."
to_be_classified,Ann Wilson (Janet Leigh) catches her straight-laced husband  Columbia University Assistant Professor of Chemistry David Wilson (Tony Curtis)  kissing another woman. From David's perspective  he was the one being kissed innocently  the woman in question being a grateful transfer student. However  Ann wants a divorce. On the advice of David's friend  TV writer Michael Haney (Dean Martin)  David tries to convince Ann that he is really an FBI agent  the kiss all in the name of national security. Ann falls for it  but is so impressed with what her husband does for a living that she can't keep quiet about it. Michael is so impressed with Ann's gullibility and patriotic urging of her husband Dave to do more secret missions that Michael sets up a date with two blondes with the promise of spending a weekend together with them. The indiscretions cause a number of complications  including some with the real FBI  the CIA and hostile foreign secret agents.
to_be_classified,An enigmatic individual with a metal face is returned from East Germany and claims to be an American scientist who was working on a top secret project but was severely injured and scarred in a car crash.
to_be_classified,Hardly anybody at the Swing Swing Club is fond of the singer  Gail Preston  and therefore aren't particularly upset when she is murdered there. But it is Inspector Tom Kellogg's job to find out what happened and who did it.Suspicion at first falls on a man named Owen  but when he  too  is found dead  bandleader Swing Traynor becomes the prime suspect. Discovering that someone killed Preston by rigging a gun to a spotlight  Kellogg gathers all the suspects into a room and trains the spotlight on each.
to_be_classified,A live-action host (Robert Emmett O'Connor) opens with a disclaimer about the nature of the cartoon  namely  that the short is meant to prove beyond the shadow of a doubt that crime does not pay.The story begins on a dark and stormy night as the victim (voiced by Kent Rogers doing an impression of Richard Haydn)  presumably the master of the very large Gruesome Gables mansion  is reading a book based on the cartoon he's in. Frightened  he muses that  according to the book  he is about to be bumped off. Someone throws a dagger with a letter attached  telling the master that he will die at 11:30. When he objects  another letter informs him that the time has been moved to midnight.True to form  on the final stroke of midnight a mysterious killer in a heavy black cloak and hood shoots him dead with a rather large pistol (how dead he is  though  is a matter of question)  and a police officer (voiced by Billy Bletcher  modeled on characters portrayed in film by Fred Kelsey) immediately begins to investigate. After investigating the premises and the staff  the officer gives a lengthy chase to the real killer  finding the mansion to be filled with many surreal pitfalls  strange charactersincluding a red skeleton  a parody of Red Skeltonand booby traps that slow and obstruct him. He eventually traps the killer and unmasks him  revealing him to be the opening-sequence host  who confesses I dood itone of Skelton's catchphrasesbefore bursting into tears.
to_be_classified,Radio mystery script writer Sally Ambler is about to be married  then gets into a quarrel with her intended Kirk Pierce after he finds the story she wrote too contrived. The wedding is put off when a telegram from her Aunt Maggie arrives from Atlanta to let Sally know that her Uncle Charlie has died.Sally is followed to Atlanta after a phone call from a Dr. Benedict warns Kirk of danger lurking for Sally when she gets there. Sally discovers that her uncle's corpse is missing and he might have been murdered. Sally is the sole heir after Aunt Maggie is strangled  and her cousin Eve ends up dead as well after finding a secret room.A cache of priceless jade jewelry is involved as it is revealed how Dr. Benedict has been behind the plot. After he is apprehended just in time  Sally and Kirk return home  then begin arguing again during their wedding ceremony over what kind of mystery plot is too unbelievable.
to_be_classified,Daniel Arnault (Gielgud)  an impecunious sculptor  is in love with the beautiful Genevieve (Isobel Elsom). Spurred on by her mercenary and socially ambitious mother however  Genevieve consents to marry Daniel's wealthy brother Albert (Langhorn Burton). In despair  Daniel sinks into drug addiction.The marriage is not a success  and Genevieve feels ignored and neglected by Albert. She begins a flirtation with family friend Maurice Granger (Lewis Drayton) and the pair gradually fall in love. One day Genevieve decides to pay a call on Daniel  and by chance meets Maurice who is also visiting.Unknown to Genevieve  Albert has become suspicious of her and has followed her to Daniel's studio. He shows up in a fury  and Daniel manages to hide Genevieve and Maurice. Knowing that Genevieve has been there  Albert accuses his brother of being her lover and attacks him brutally. Daniel fails to recover from the assault  and as he is dying he begs his brother to give Genevieve her freedom and allow her to go off with Maurice
to_be_classified,"Natasha Nat O'Brien is a celebrated pastry chef invited to London to assist in preparing a state dinner for the Queen  organized by culinary critic Maximillian Max Vandeveer. Natasha's ex-husband  Robert Robby Ross  is a fast food entrepreneur (the Taco King) serving the everyman consumer while she caters to the affluent. Max is the calamitously fat grand gourmand publisher of a gourmet magazine Epicurious and is patron of several famous European chefs  each renowned for a signature dish.When Natasha arrives  Max is gloating over his latest issue  featuring the world's most fabulous meal  which highlights the culinary masterpieces of his favorite chefs. However  Max's health is failing from an addiction to those chefs' specialties. After completing the meal at Buckingham Palace  Natasha has a one-night fling with chef Louis Kohner whose speciality is baked pigeon in crust. The next morning  Natasha finds Louis dead in a 450 oven. After being questioned by Inspector Blodgett  Natasha and Robby depart for Venice  where Natasha is wooed by another chef  Fausto Zoppi  whose speciality is a lobster dish. However  when turning up for their date at his kitchen  Natasha finds Zoppi dead in a tank of lobsters.After more questioning  this time by Venice police  Natasha receives a call from Robby to come to Paris to help prevent one member of a group of French chefs from being murdered. When they arrive  they hold a meeting discussing how Louis and Zoppi were killed and what to do next. Later that night  after a phone call from Max (who learns from Beecham that Natasha is no longer in Venice  but in Paris staying with Robby)  Natasha puts together what Louis and Zoppi had in common  both made a dish featured in the aforementioned magazine article. It is now known that the next to be killed will be Jean-Claude Moulineau  whose speciality is pressed duck. The disturbing fact is that the killings are following the order of a meal  so Natasha will be the last to be killed  her speciality being a dessert known as Le' Bombe Richelieu. Robby tries to calm Natasha down by suspecting Max as the killer  with the motive that he was the one who selected Natasha  Louis  Fausto and Jean-Claude to be in the magazine  but Natasha believes the killer is really Auguste Grandvilliers  with the motive that he was left off the list; however  when they attempt to call Moulineau to warn him  instead they receive a phone call from Grandvilliers that someone is at his restaurant. When they arrive  Robby and Natasha find Grandvilliers on a meat hook in the freezer  still alive.Robby and Natasha begin falling in love again. After being questioned by police  Natasha and Robby learn from Inspector Doyle that Moulineau was killed after being pushed headfirst into a duck-press. Back in London  Natasha is set to be a guest on A Moveable Feast. Robby initially decides to stay with her to keep her safe. However  Robby and Natasha learn from Max that Blodgett called Beecham to inform her that Grandvilliers confessed to the murders  so Robby can head to Brussels. As he is heading to the airport  he's watching Natasha on TV and realizes that the cake that Natasha is set to light  the cake Robby poked three holes into like a bowling ball  was switched and now has a bomb inside it. He calls Blodgett to confront him about Grandvilliers' confession  only to learn no one confessed. That's when Robby once again suspects Max is the killer. He arrives at the TV studio and rescues her just in time  as 30-45 seconds later  the cake explodes on-air. In the end  the killer turns out to be not Max  as Robby suspected  but Beecham  Max's dedicated assistant whose motive was to kill the chefs in a vain attempt to keep Max on his severe diet by removing the focus of his addiction. In the final scene  Robby and Natasha get remarried."
to_be_classified,During the First World War  a number of captured British officers attempt to escape from a prisoner-of-war camp.
to_be_classified,"In 1947 Los Angeles  toons act in theatrical cartoon shorts as with live-action films; they regularly interact with real people and animals and reside in Toontown. Private detective Eddie Valiant and his brother  Teddy  once worked closely with the toons on several famous cases  but after Teddy was killed by a toon  Eddie lapsed into alcoholism and vowed never to work for toons again.R.K. Maroon  head of Maroon Cartoon Studios  is concerned about the recent poor performances of one of his biggest stars  Roger Rabbit. Maroon hires Valiant to investigate rumors about Roger's voluptuous toon wife Jessica being romantically involved with businessman and gadget inventor  Marvin Acme  owner of both Acme Corporation and Toontown. After watching Jessica perform at the underground Ink and Paint Club  Valiant secretly photographs her and Acme playing patty-cake in her dressing room  which he shows to Roger. Maroon suggests to Roger that he should leave Jessica  but a drunken Roger refuses and flees.The next morning  Acme is discovered dead at his factory by the Los Angeles Police Department with a safe dropped on his head  and evidence points to Roger being responsible. While investigating  Valiant meets Judge Doom  Toontown's superior court judge  who has created a substance capable of killing a toon: a toxic dip made of turpentine  acetone  and benzene. Valiant runs into Roger's toon co-star  Baby Herman  who believes Roger is innocent and that Acme's missing will  which will give the toons ownership of Toontown  may be the key to his murder. Valiant finds Roger  who begs him to help exonerate him  hiding in his office. Valiant reluctantly hides Roger in a local bar  where his ex-girlfriend  Dolores  works. Jessica approaches Valiant and says that Maroon forced her to pose for the photographs so he could blackmail Acme.Doom and his toon weasel henchmen discover Roger  but he and Valiant escape with Benny  an anthropomorphic taxicab. They flee to a theater  where Valiant tells Roger that a toon killed Teddy when they were investigating a bank robbery by dropping a piano on his head. As they leave with Dolores  Valiant sees a newsreel detailing the sale of Maroon Cartoons to Cloverleaf  a mysterious corporation that bought the city's trolley network shortly before Acme's murder. Valiant goes to the studio to confront Maroon  leaving Roger to guard outside  but Jessica knocks Roger out and puts him in the trunk. Maroon tells Valiant that he blackmailed Acme into selling his company so he could sell the studio  but is killed before he can explain the consequences of the missing will. Valiant spots Jessica fleeing the scene  and assuming she is the culprit  follows her into Toontown. Jessica reveals that Doom killed Acme and Maroon and gave her his will for safekeeping  but she discovered that the will was blank. She and Valiant are captured by Doom and the weasels.At the Acme factory  Doom reveals his plot to destroy Toontown with a machine loaded with dip to build a freeway  the only way past Toontown since Cloverleaf (which Doom owns) has bought out Los Angeles' Pacific Electric Railway. Roger unsuccessfully attempts to save Jessica  and the couple is tied onto a hook in front of the machine's hose. Valiant performs a comedic vaudeville act  causing the weasels to die of laughter; Valiant kicks their leader into the machine's dip vat  killing him. Valiant fights Doom  who is flattened by a steamroller  but survives  revealing him as a toon. Doom reveals that he killed Teddy. Valiant uses a toon mallet with a spring-loaded boxing glove and fires it at a switch that causes the machine to empty its dip onto Doom  dissolving him.The empty machine crashes through the wall into Toontown  where it is destroyed by a train. Toons run in to regard Doom's remains  and Roger discovers that he inadvertently wrote his love letter for Jessica on Acme's will  which was written in invisible ink. Roger shocks Valiant with a joy buzzer  and Valiant gives him a kiss  having regained his sense of humor. Valiant happily enters Toontown with Dolores  and Roger with Jessica  followed by the other toons."
to_be_classified,"Georgie Soloway (Dustin Hoffman) is a rock music composer who experiences personal conflicts when trying to track down a man named Harry Kellerman  who had been spreading outrageous lies about him. Soloway is a rich and successful man who lives in a fancy penthouse apartment and seemingly has everything  but he's beginning to think he is losing his mind; he can't sleep  women he's dated are rejecting him after getting calls from the mysterious Harry  and he fantasizes committing suicide by leaping off his balcony. Regular visits to his psychiatrist are not helping. At night he struggles with insomnia and can only sleep when his long-suffering accountant comes over and reads his earnings statements to him. When he does sleep  he dreams again about jumping to his death.As Georgie tries to make sense of his life  he thinks back on his experiences. Although Georgie is a love song writer  he's never had a successful  lasting relationship. His first love  Ruthie  broke up with him after he got her pregnant and she had to have an abortion. He later met a kind waitress named Gloria whom he also got pregnant; he married Gloria and they had two children  but then he cheated on her and she asked for a divorce. More recently  he met an aging actress named Allison (Barbara Harris) who had just miserably failed an audition for a rock musical. Alison turned out to have a lot in common with him  including a failed marriage and thoughts of suicide. When he learns it's her birthday  he takes her for a ride in his private plane and they spend one romantic evening together.Georgie visits his aging father  who runs a small restaurant and has always had a dream of opening a bigger place. Georgie asks him why he doesn't move elsewhere and open the large restaurant of his dreams with the checks Georgie has sent him  instead of always sending back the checks. His father explains that he is starting to suffer the effects of arteriosclerosis and that it's too late for him to open a new restaurant now  because he will soon die. Georgie goes for a ride over New York City in his private plane and looks for the cemetery where his father said he wanted to be buried. Then he tries to call first Ruthie and then Alison on the sky phone in the plane. Neither of the women recognize his voice  so he hangs up  but not before revealing that he himself is Harry Kellerman.At the end  Georgie is shown crashing his private plane into the buildings of Manhattan  then cheerfully skiing away with his psychiatrist."
to_be_classified,Kim Jong-du  a salesman who believes that luck will change when he becomes a famous writer. However he is forced to give up after his story failed to win at a spring literature contest. Added to this is the fear that his girlfriend Joo-young will leave him. After Joo-young gets a job Jong-du realizes his mistakes that knows that she will never leave him.
to_be_classified,One of the last Ealing comedies has Benny Hill making his screen debut in this film about an ice rink sweeper  Hugo Dill  who dreams of being a private investigator. His dream comes true when he manages to capture a ring of Eastern Bloc spies.
to_be_classified,Chick Larkin (Bud Abbott) and Mervyn Milgrim (Lou Costello) both work at the soda counter of a local radio station. Their true passion  however  is to become writers on a radio mystery show. They attend a broadcast of the radio program Murder at Midnight along with one of the writers  Jimmy Turner (Patric Knowles) and the producer  Jane Little (Louise Allbritton).As the show begins  the network president  Colonel J.R. Andrews (Thomas Gomez)  is mysteriously electrocuted. Seeing this as an opportunity to become radio writers  Chick and Mervyn impersonate detectives and attempt to solve the crime.Meanwhile  Moran (William Gargan) and Branningan (William Bendix)  two real detectives  consider the 'fake' detectives to be prime suspects. A chase ensues throughout the studio and other murders are discovered  including that of Dr. Marek (Ludwig Stssel)  Andrews' personal physician. Larkin and Milgrim flee the studio before hearing that Milgrim has apparently won $10 000 on the Wheel of Fortune radio program  for which he must return to the studio in order to claim the prize. Larkin and Milgrim return  only to be arrested by the real detectives  whom Turner and Little manage to convince that there should be a full reenactment of the program that led to the murders  under the ruse that the true culprit will be revealed.An eavesdropping Nazi spy (Don Porter)  who uses the radio station to transmit information to his cohorts  attends the broadcast. It turns out that the spy murdered the Colonel and his physician because they found out about his illegal radio transmissions. During the broadcast  he is revealed to be the killer and escapes to the roof  where he is nabbed by Larkin and Milgrim.
to_be_classified,A struggling writer takes a job with the mob to make ends meet.
